Document
050124 19.48 - RahmaEvita TI22 Ini ada event tambahan mau ngajuin ke bagmawa bisa tdk dan kalau bisa nanti syaratnya apa
050124 19.48 - Ana Proposal
050124 19.48 - RahmaEvita TI22 Duhh pusying
"050124 19.49 - Ana Jadi gini lho, paguyuban Linux solo itu mau colab sama kita dgn acara seminar nasional. Tadinya pas rapat bphi tak saranin dicolabin ke proker workshop nasional nya ristek, ternyata ristek udh ada pandangan mau colab ke himatif."
""
"Nah, karena ini ga masuk ke semua proker ke divisi fosti, jadi administrasi gmn?"
050124 19.49 - Ana Ini yg bingung
050124 19.51 - RahmaEvita TI22 He e bingungi
050124 19.52 - RahmaEvita TI22 Berarti kalau colab dana dari kita bisa ana
050124 19.52 - Ana Collab dana?
050124 19.53 - RahmaEvita TI22 Aku mikirnya pas kita ke uii
050124 19.53 - RahmaEvita TI22 Ngga ana
050124 19.53 - Ana Nah ke UII itu kan emang proker hubpub
050124 19.53 - Ana Nek ini bingung mau masuk ke proker mana
050124 19.54 - Ana Kan kita bakal apa plotingan dana to buat semua proker
050124 19.54 - Ana Nah yg collab ini tuh ga tau proker siapaa
050124 19.54 - Ana Gitu yg dibibgungin
050124 19.54 - RahmaEvita TI22  okayy saya mudeng
050124 19.55 - RahmaEvita TI22 Badalah ana masa iya collab 3
050124 19.55 - Ana Loh odama himafos loh kemarin
050124 19.55 - Ana Tapi odama itu ngasih dana
050124 19.55 - Ana Nek ini ngasih ga
050124 19.56 - RahmaEvita TI22 Coba tanyain
050124 23.02 - Ana Yang mau kita tanyain itu pengadministrasiannya kan Ama?
050124 23.02 - RahmaEvita TI22 He e
050124 23.03 - Ana Timeline bagmawa keknya nek Maret itu dah keluar deh
050124 23.03 - Ana Cuma yg bingung ini masuk proker siapa
050124 23.12 - RahmaEvita TI22 Katane ristek ana tapi itu kan dari luar y
050124 23.16 - Ana Bukan yg di maksud anggun itu workshopnya ristek bukan yg mau collab ini
050124 23.16 - Ana Beda
050124 23.17 - Ana Ini semisal mau collab sama himatif susah juga soalnya kita yg nyediain dana konsumnya
050124 23.17 - Ana Ga kayak collab taun kemarin soalnya full didanain odama
050124 23.17 - Ana Nah yg ditanyain anggun dpt dana ngga ya workshop itu
060124 07.11 - RahmaEvita TI22 Maaf ana ama kemarin baru pulang kmf
060124 07.12 - RahmaEvita TI22 Tanya dpo gmn ana ?
060124 10.14 - Ana Hooh nanti ditanyain
060124 18.18 - RahmaEvita TI22 Okayy ana
070124 05.31 - RahmaEvita TI22 Ana nanti bareng ya
070124 07.15 - Ana Okey amaa
070124 07.15 - Ana Media tidak disertakan
070124 07.16 - RahmaEvita TI22 Otw mandi
070124 07.16 - Ana Jam 9 kan?
070124 07.16 - RahmaEvita TI22 8 atau 9 ?
070124 07.17 - Ana 9
070124 07.17 - Ana Jarkoman peserta loh 10
070124 07.17 - RahmaEvita TI22 Loh bukanya jam 9 t ana yg 10 itu jarkoman keor
070124 07.18 - RahmaEvita TI22 Bnr ana
070124 07.18 - Ana  Assalamualaikum wr. wb.
""
Halo teman-teman FOSTI angkatan 2023
""
"Selamat ya sudah resmi menjadi anggota FOSTI, udah saatnya nih temen-temen menentukan ingin masuk ke divisi mana"
""
Oleh karena itu akan diadakan SCREENING DIVISI khusus untuk FOSTI angkatan 2023 yang akan dilaksanakan pada
""
"Minggu, 7 Januari 2024"
10.00 WIB - selesai
JSEM 2 FKI UMS
Bebas sopan bersepatu
""
Note
- WAJIB bagi seluruh anggota FOSTI angkatan 2023
- Membawa alat tulis
""
contact person
wa.me6285869122431 nanda
""
Persiapkan diri kalian sebaik mungkin
""
Wassalamualaikum wr. wb
070124 07.18 - RahmaEvita TI22 Bnr kami
070124 07.18 - Ana Parah ga nyimak
070124 07.18 - Ana Aoao
070124 07.18 - RahmaEvita TI22 Hehe
070124 07.18 - Ana
070124 07.18 - RahmaEvita TI22 Makasii ya ana nanti tunggu
070124 07.18 - Ana Ini jadinya jilbabnya apa
070124 07.18 - Ana Media tidak disertakan
070124 07.19 - RahmaEvita TI22 Gmn y ana kemarin i full ujian mentoring dan rekapan ratusan orng ngoreksi sekalian
070124 07.19 - RahmaEvita TI22 Loh hitem
070124 07.19 - Ana Hooh ngerti mesti kemarin pusing
070124 07.20 - RahmaEvita TI22 He e sampe pulang2 tiba2 ketiduran
070124 07.20 - Ana Yws nanti BPI pake pdhlanyardjilba item ya
070124 07.21 - Ana Untung gada kelas ya ama
070124 07.21 - Ana Ga kebayang capeknya kek apa
070124 07.21 - RahmaEvita TI22 He e itu
070124 07.21 - RahmaEvita TI22 He e alhamdulillah huhu
070124 07.21 - RahmaEvita TI22  km juga mesti cape habis screning hima
070124 07.22 - Ana Ga begitu sih Ama soalnya Sabtu ini cuma tinggal 6 orang jadi cepet pulangnya cuma lama nungguin hujan reda
070124 07.22 - Ana Yaudah tdr lagi bentar ama
070124 08.58 - RahmaEvita TI22 Bntr y ana
070124 09.11 - RahmaEvita TI22 Ana udh siap ?
070124 09.15 - Ana Udah ama
070124 09.15 - Ana Tinggal sepatuan
070124 09.17 - RahmaEvita TI22 Okayy otw
070124 09.17 - RahmaEvita TI22 Bawa laptop nda ana ?
070124 09.18 - Ana Ngga ama
070124 09.18 - Ana Ama bawa?
070124 09.18 - RahmaEvita TI22 Ngga juga
070124 09.18 - Ana Yaudah gpp
070124 09.19 - RahmaEvita TI22 Okayy
100124 08.57 - Ana kamis nek bisa dah jadi yaw wkwk
"100124 08.57 - Ana wlp collab tapi adaa tanggung jawab di salah satu divisi harusnyaaa, kan nanti ada lpj ditulis aja pemasukan dari kas"
"100124 08.57 - Ana ini dimasukin ke kebutuhan fosti aja gpp, screaning kan dari bphi bukan divisi"
100124 09.30 - RahmaEvita TI22  nanti ya ana
100124 09.30 - RahmaEvita TI22 Ama lagi siap2 uas
"100124 09.31 - Ana Okey Ama, aman"
100124 09.31 - Ana Semangaaat
100124 09.49 - RahmaEvita TI22 nangis takut ngga bisa
100124 09.49 - Ana Pasti bisa amaa
"100124 15.13 - RahmaEvita TI22 alhamdulillah, bersyukur saja udh ada outputnya"
100124 15.13 - RahmaEvita TI22 ngga eror udh hamdalah
100124 15.15 - Ana Mirip quiz ga Ama?
100124 15.34 - RahmaEvita TI22 beda
100124 15.34 - RahmaEvita TI22 ya cuma no 1 aja
100124 15.34 - RahmaEvita TI22 tapi ama tadi bingung ini inheritance atau encapsulation
100124 15.34 - RahmaEvita TI22 dan ama inheritance
100124 15.42 - Ana Tapi tetep ngetik banyak kode kan Ama?
100124 15.47 - RahmaEvita TI22 Engga ana
100124 15.48 - RahmaEvita TI22 Ana pernah nyoba kembang tahu yg didekat kos e ana ?
100124 15.49 - Ana Belum pernah
"100124 15.49 - RahmaEvita TI22 Oala, aku kira udh ana"
100124 15.50 - Ana Keknya enak hujan
100124 15.57 - RahmaEvita TI22  he e makanya itu ana
100124 15.57 - Ana Ana mau turun beli deh
100124 15.57 - RahmaEvita TI22 Aaaaa
100124 15.57 - Ana
100124 16.03 - RahmaEvita TI22 Kalau enak kabari ya ana
100124 16.05 - Ana Media tidak disertakan
100124 16.29 - Ana Enak amaa
100124 16.29 - Ana
100124 16.30 - Ana First time bgt ana mkn ini
100124 16.32 - RahmaEvita TI22 Aaa pngn nyobaa
100124 16.32 - RahmaEvita TI22 Ama juga blm pernah
100124 16.52 - Ana Media tidak disertakan
100124 17.16 - RahmaEvita TI22 Loh ada susunya ?
100124 17.18 - Ana Hiya
100124 17.34 - RahmaEvita TI22 Buka sama tutup jamber na
100124 17.41 - Ana Nah itu kurang tau
100124 18.19 - Ana Media tidak disertakan
100124 18.19 - Ana Assalamualaikum Wr. Wb. Sehubungan dengan edaran dari bagmawa tersebut. Dimohon untuk seluruh UKM dan Ormawa segera melakukan pelaporan serapan anggaran dari BAGMAWA agar tidak berdampak dalam pemlotingan anggaran BAGMAWA 2024.
Terimakasih.
100124 18.29 - RahmaEvita TI22 Apa itu
100124 18.31 - RahmaEvita TI22 Duh ana
100124 19.06 - Ana Bukan tugas kita
100124 19.06 - Ana Tugas bendum dpo
100124 19.06 - Ana Untung aku nanya Ami dulu
100124 19.13 - RahmaEvita TI22 Alhamdulillah
100124 19.13 - RahmaEvita TI22 Makasii ya ana
100124 19.13 - RahmaEvita TI22 Udh ke bank belum ana ?
100124 19.20 - Ana Belum
100124 19.24 - RahmaEvita TI22 besuk ana sibuk ?
100124 19.24 - Ana Praktikum
100124 19.24 - Ana Pbo
100124 19.24 - RahmaEvita TI22 huwaa ngeri
100124 19.24 - RahmaEvita TI22 jangan2
100124 19.24 - RahmaEvita TI22 sabtu ?
100124 19.25 - RahmaEvita TI22 sik ana prak jamberapa?
100124 19.25 - Ana Jam 9.50-11.30 ama
100124 19.25 - Ana Biasanya bank buka jam brp ya
100124 19.27 - RahmaEvita TI22 Di maps ngga ada keterangane
100124 19.29 - Ana Aku ga rekomendasi in yg dpn kampus
100124 19.29 - Ana Pelayannya buruk
100124 19.37 - RahmaEvita TI22  trs gmn ana
100124 19.38 - Ana Bikin yg BSI aja
100124 19.39 - RahmaEvita TI22 Rekomendet ?
100124 19.39 - RahmaEvita TI22 Atau bank jateng
100124 19.41 - Ana Rekomendasi temenku BSI gada admin bulanannya
100124 19.42 - RahmaEvita TI22 Bole kalau gitu
100124 20.08 - Ana Ama ditunda lagi jumat
100124 20.08 - Ana Ama bisa ngga?
100124 20.09 - RahmaEvita TI22 jumat ama prak ana huhu
100124 20.09 - RahmaEvita TI22 bisanya sabtu
100124 20.09 - Ana Jam brp?
100124 20.09 - RahmaEvita TI22 habis duhur tapi ama bnr2 jangan hari jumat  takut ana soalle praktikum
100124 20.10 - RahmaEvita TI22 kalua jam 9.30 hari selasa gitu kehambat nda?
100124 20.10 - Ana Waduh kelamaan ma
100124 20.10 - RahmaEvita TI22 he e la
100124 20.10 - RahmaEvita TI22 apa besok ?
100124 20.11 - Ana Bendum e ga bisa sore
100124 20.11 - Ana Aku besok juga ujian jam 10
100124 20.11 - RahmaEvita TI22 ya allah huhu
100124 20.11 - RahmaEvita TI22 kemarin udh sepakat lo
100124 20.11 - RahmaEvita TI22 jumat habis ama prak gmn ?
100124 20.11 - RahmaEvita TI22 tapi jam 3 nan
100124 20.16 - Ana Nek sore takut hujan soalnya bawa sertif yg hardfile
100124 20.18 - RahmaEvita TI22  jangan jumat
100124 20.25 - Ana Sore aja jumat
100124 20.26 - Ana Di stako
100124 20.27 - RahmaEvita TI22 Okayy sabi
120124 07.21 - Ana Media tidak disertakan
120124 07.21 - Ana Media tidak disertakan
120124 07.21 - Ana Dibaca ya Ama nanti semisal ada yg mau ditanyakan bisa langsung tanya pas ketemu dpo
120124 07.25 - RahmaEvita TI22 Okayy ana makasii ya
120124 07.25 - Ana Media tidak disertakan
120124 07.25 - Ana Fokus ujian dulu tapi
120124 07.37 - RahmaEvita TI22 Liatnya bikin pusing
120124 07.44 - Ana Iya banyak bgt sampe rinciannya sendiri
120124 10.40 - RahmaEvita TI22 sumpa la harus ber effort
120124 12.18 - Ana Ama jam 4 gpp?
120124 12.19 - RahmaEvita TI22 Gpp ana
120124 12.24 - Ana Okey amaa
120124 15.02 - Ana Media tidak disertakan
120124 15.22 - RahmaEvita TI22 Bawa laptop nda ana
120124 15.22 - Ana Nek butuh biar ana aja yg bawa
120124 15.22 - Ana Ana mau mandi duls
120124 15.22 - RahmaEvita TI22 Okayy ana
120124 15.22 - Ana Media tidak disertakan
120124 15.22 - RahmaEvita TI22 Okayy ama istirahat sebentar
120124 15.22 - RahmaEvita TI22 Habis prak
120124 15.22 - Ana Okey amaa
120124 15.22 - Ana Semangat yaa
120124 15.23 - RahmaEvita TI22 Kamu juga ana
120124 15.37 - RahmaEvita TI22 Ana kalau udh siap kabari ya ama jemput
"120124 15.41 - Ana Ga usah Ama, ketemu disana aja"
120124 15.42 - RahmaEvita TI22 Lah ? Ana sama siapa ?
120124 15.42 - Ana Naik grab aja ama
120124 15.42 - RahmaEvita TI22 Lah kok begitu
120124 15.42 - RahmaEvita TI22 Ama jemput ae la
120124 15.43 - Ana Ketemu disana aja daripada kamu muter
120124 15.43 - RahmaEvita TI22 Ya suda kalau begitu no
120124 15.43 - Ana Media tidak disertakan
120124 15.43 - RahmaEvita TI22 Tak solat dulu
120124 15.43 - Ana Okey ama
120124 15.43 - Ana Media tidak disertakan
120124 15.43 - RahmaEvita TI22 Ati2 ana
120124 15.43 - RahmaEvita TI22 Media tidak disertakan
"120124 15.43 - Ana Siaap, Ama juga hati yaa"
120124 15.43 - Ana Jangan lupa stako
120124 15.44 - Ana Media tidak disertakan
120124 15.44 - RahmaEvita TI22 Okayy kalau udh sampe kabari ya ana
120124 15.54 - Ana Ama nitip parfum
120124 15.54 - RahmaEvita TI22 Okayy no
120124 15.54 - Ana null
120124 16.05 - RahmaEvita TI22 Otw
120124 16.05 - Ana Wokeh tiati dum Pesan ini diedit
120124 16.36 - Ana httpsdrive.google.comdrivefolders1t4czH4cLIgUfs4bwbhDoiww9DH-InRO
120124 16.41 - Ana Sertifikat fosti
httpsdrive.google.comdrivefolders1t4czH4cLIgUfs4bwbhDoiww9DH-InRO
""
Kas 2017- 2022
httpsdocs.google.comspreadsheetsd1DAhruGJTRdyVzHS9c7RkZ5VJ2gFj-fJedit?uspdrivesdkouid101974778979204869864rtpoftruesdtrue
""
Format
httpsdrive.google.comdrivefolders1pP1YFBjcXKhkZg2Q6Tkg8LLcQYptTJlH
""
Bem
httpsdrive.google.comdrivefolders1zGLLdc51kAJ7HJNJs34axFyuCeKWn4zP
""
Tot bendum fosti
httpsdrive.google.comdrivefolders1aD1jY6c4O5Wtd-akhrt3ebMb7J5jBQhY
""
BA Dan Lpj
httpsdrive.google.comdrivefolders1l8qNFH6zhZitpWBwY7icn71v2d16TXfJ
""
TimelinePlotingan dana
httpsdrive.google.comdrivefolders1fjMzpJPlrU7Vav7NLQoDd96kOUA7Nbqv
130124 12.01 - RahmaEvita TI22 Ana kirim no. Rek ana
130124 12.01 - RahmaEvita TI22 Mau tf buat admin ana
130124 12.01 - Ana Dari siapa itu Ama?
130124 12.01 - RahmaEvita TI22 Aku ana
130124 12.02 - Ana Belum buat rekening soalnya bank kan tutup Sabtu minggu
130124 12.02 - RahmaEvita TI22 Oala
130124 12.02 - RahmaEvita TI22 Aku kira buka
130124 12.02 - RahmaEvita TI22 Ya tf dulu aja ana
130124 12.02 - Ana Ga usah amaa
130124 12.02 - RahmaEvita TI22 Loh kok gt ana
130124 12.03 - Ana Aman kan hbs itu ana pake juga kan rekeningnya setelah habis periode
130124 12.03 - Ana Pake uang ana aja
130124 12.03 - RahmaEvita TI22 Heh bntr no
130124 12.03 - RahmaEvita TI22 Aku ttp ada ana
130124 12.03 - RahmaEvita TI22 Takute buat jaga2 aja
130124 12.03 - RahmaEvita TI22 Jangan semuane ke ana
130124 12.03 - Ana Ga kok aman amaaa
130124 12.04 - RahmaEvita TI22 Kalau emng suatu saat kembali masing2 ya gpp
130124 12.04 - RahmaEvita TI22 Heh jangan dong ana
130124 12.04 - Ana Gpp uang ana aja nek bsi insyaallah gada admin bulanan
130124 12.04 - RahmaEvita TI22 Tapi uangnya itu ama harus ikut ana nanti mslh kembali atau ngganya ya blm tau
130124 12.04 - RahmaEvita TI22 Buat itung2 dp
130124 12.05 - Ana Aman ama
130124 12.06 - Ana Pake uang ana aja buat isi tabungan awal
130124 12.09 - RahmaEvita TI22  ya allah ana
130124 12.09 - RahmaEvita TI22 Ya udh ama manut ana
160124 17.16 - Ana Ama
160124 17.16 - Ana Aku minta uangnya hari ini tapi masuk ke rekeningku dulu gpp?
160124 17.25 - RahmaEvita TI22 Uyy
160124 17.25 - RahmaEvita TI22 Gpp ana
170124 09.02 - Ana uang kas  6.195.505
uang gaib  500.00
kas blm dicatat  120k dari Ahmad jamaah periode 2122
""
total 6.815.505
170124 09.02 - Ana Media tidak disertakan
170124 09.02 - Ana kurang 5.505 ya
170124 09.23 - RahmaEvita TI22 Okaay ana
170124 09.23 - RahmaEvita TI22 Yg punya farid itu udh ? Pesan ini diedit
170124 09.24 - Ana Gimana ma?
170124 09.26 - RahmaEvita TI22 Yg apa itu kemarin 1.7 jt itu
170124 09.26 - Ana Blom
170124 09.26 - Ana Farid blm ngirim cara byrnya
170124 09.27 - RahmaEvita TI22 Oala okayy ana
170124 09.27 - Ana Aku bingung cara recapnya
170124 09.27 - RahmaEvita TI22 Duhh ini kurangnya 5 jt ?
170124 09.27 - Ana 171 09.06 Kak IvannaaTI21 itu mok download terus mok buat rekapan
171 09.06 Kak IvannaaTI21 nek aku kemarin tak rekap tak gabung ke ini kas 2017-2022 biar liat e gampang
171 09.07 Kak IvannaaTI21 aku yg tak masukin yg kurang sama blm bayar
170124 09.27 - RahmaEvita TI22 Pelan2 ana ama juga bingung
170124 09.27 - Ana 5rb
170124 09.28 - Ana Itu loh yg di TF udah 6jt an
170124 09.28 - RahmaEvita TI22
170124 09.28 - RahmaEvita TI22 Aku kira
170124 09.28 - RahmaEvita TI22 Ooya
170124 09.39 - Ana Media tidak disertakan
170124 11.19 - RahmaEvita TI22 Ini rekapan yg mana ana ama bingung yg digabung kas tu yg mana
170124 11.25 - Ana httpsdocs.google.comspreadsheetsd1DAhruGJTRdyVzHS9c7RkZ5VJ2gFj-fJedit?uspdrivesdkouid101974778979204869864rtpoftruesdtrue
170124 11.25 - Ana Sama yg punya periode ini di recap
170124 11.26 - Ana Nah nek masih ada yg belum lunas atau kurang itu di masukin ke yg kas 2017-2022 itu
170124 11.27 - Ana Susah jelasinnya
170124 11.28 - RahmaEvita TI22 Oala mudeng2 ana
170124 11.28 - RahmaEvita TI22 Berat untuk memulai ngrekap
170124 11.29 - Ana Nah nek udah lunas itu di hapus dari bagian 2017-2022 itu
170124 11.30 - RahmaEvita TI22
170124 11.30 - RahmaEvita TI22 Tapi ama blm bisa sekarang ana
170124 11.30 - Ana Ya ga sekarang juga aku yo moh
170124 11.31 - Ana Mau fokus ujian
170124 11.33 - RahmaEvita TI22
170124 11.33 - RahmaEvita TI22 Nah itu
240124 13.08 - Ana Aku bingung mau mulai ngerecap kas gimna
240124 13.17 - RahmaEvita TI22 Buat rekapan dihari sabtu gmn ana ?
240124 13.17 - Ana Bowleh deh
240124 13.17 - Ana Tapi diem aja ya
240124 13.17 - Ana Anda menghapus pesan ini
240124 13.17 - RahmaEvita TI22 Okayy nanti tak ke kosmu
240124 13.17 - Ana Soalnya hari ini aku ga ikut rapum alesannya mau recap kas
240124 13.17 - RahmaEvita TI22 Oala
240124 13.17 - Ana Himatif tapi bukan fosti
240124 13.18 - Ana Males aku keluar
240124 17.48 - RahmaEvita TI22 Oala
250124 19.29 - RahmaEvita TI22 Ana ?
250124 19.55 - Ana UY
250124 19.56 - RahmaEvita TI22 anaa
250124 19.56 - RahmaEvita TI22 Itu udh pada jln prokere
250124 19.56 - RahmaEvita TI22 Huhuhu
250124 19.56 - RahmaEvita TI22 Gmn
250124 19.56 - Ana ya gpp
250124 19.57 - Ana per divisi belum ngirim rengan dana proker e
250124 19.58 - RahmaEvita TI22 Kita followup lagi aja ana
250124 19.58 - Ana Okok
"250124 19.59 - RahmaEvita TI22 Minta tolong teman2 yg belum mengumpulkan range2an dana per divisi segera dikumpulkan ya, agar dana bisa secepatnya dicairkan"
250124 20.06 - RahmaEvita TI22 menyematkan pesan
250124 20.08 - Ana Loh kok dicairkan
250124 20.08 - RahmaEvita TI22 Nah itu ama bingung kata2nr
250124 20.09 - Ana Ga di cairkan ini tuh cuma buat gambaran kita buat nentuin kas
250124 20.09 - Ana Pengumuman kas itu nanti pas raker
250124 20.09 - Ana Harus jelas rasionalisasinya apa
250124 20.09 - RahmaEvita TI22 ya udh itu ana
250124 20.10 - RahmaEvita TI22 Ama takut soale udh tiba2 proker berjln
250124 20.30 - Ana Tapi menurutku ya ama
250124 20.30 - Ana Mending kita ikut tahun sebelum e
250124 20.30 - Ana Toh juga nyisanya banyak
250124 20.30 - Ana Takut e nek kita turunin malah kureng
250124 20.30 - Ana Nek kita naikin makin nyusahin kita buat nagih
250124 20.31 - Ana Segitu aja ga mampu lunasin apalagi dinaikin
260124 09.28 - RahmaEvita TI22 Okayy acc ana
260124 09.28 - RahmaEvita TI22 Maaf ama udh tidur
260124 09.28 - RahmaEvita TI22 Huhu
"260124 21.13 - RahmaEvita TI22 Aku mauu minta template benpat raker, tot, fosti sehat, kajian tuu nggak ada"
260124 21.13 - RahmaEvita TI22 Ana ini template tahun kemarin ?
260124 21.13 - Ana Dinda?
260124 21.14 - Ana template gimana maksudnya
260124 21.15 - RahmaEvita TI22 He e
260124 21.15 - Ana Harus e bukan template tahun kemarin siapa benpat e?
260124 21.15 - Ana Minta aja BALPJ nya
260124 21.15 - Ana Nek ga bisa liat di proposal
260124 21.15 - RahmaEvita TI22 Berrti ini minta yg benpat kemarin ya ?
260124 21.16 - Ana Iya
260124 21.16 - RahmaEvita TI22 Woke no
260124 21.16 - Ana Cuma buat liat pengeluarannya brp tiap proker periode kemarin
260124 21.17 - RahmaEvita TI22 Oala gitu kaya e dinda slh bilang
260124 21.18 - Ana Aku juga bingung sebenarnya
260124 21.18 - RahmaEvita TI22 Bagian apa ana ?
260124 21.19 - RahmaEvita TI22 Duh batreine ama habis
260124 21.19 - RahmaEvita TI22 Nanti ama bls ya ana soalle ama lagi diluar
260124 21.19 - Ana Buat apa kita mintain rangeNgan e soale kan dah ada di lampiran lpj
260124 21.19 - Ana Okey ama
260124 21.19 - RahmaEvita TI22 null
260124 21.20 - RahmaEvita TI22 Lpjannya itu udh ada semua?
260124 21.20 - RahmaEvita TI22 Tapi kita minta buat jaga2 aja ana
260124 21.20 - Ana Heeh cuma gada rinciannya kek sumber dananya darimana
260124 21.20 - Ana Hooh deh
260124 21.20 - RahmaEvita TI22 Nah gt aja dimintain semua aja ana
260124 22.56 - Ana Ama besok jadi ngerecap?
260124 22.56 - Ana Bukannya Ama lagi di Semarang?
260124 23.06 - RahmaEvita TI22 Ditunda gmn ana ?
260124 23.06 - RahmaEvita TI22 Ama minggu jam 8 sampe jam 4 ada bimtek trs senin sampe selasa upgrading rabunya toep apa habis toep?
260124 23.06 - Ana Hooh Ama hbs toep aja ana ga mau Ama bolak balik semarang
260124 23.08 - RahmaEvita TI22 makasii ya ana
270124 10.39 - Ana Media tidak disertakan
270124 10.46 - Ana FOSCLASS
pemateri  1 - 2
secara luring
Subsidi kampus  0
Iurankas  7.000 - 14.000pertemuan
""
Workshop
panitia  50
peserta  60
secara luring
Subsidi kampus 0
Iuran kas 250.000
kemungkinan besar pemateri dari luar tp belum fix.
""
Open Source training
panitia  50
peserta  60
subsidi kampus
iuran  kas  250.000
""
FOSTIFEST
panitia 50
peserta  100
Subsidi kampus0
iuran kas  2.000.000
270124 10.46 - Ana Yang subsidi kampus kemungkinan yg pake bagmawa ga sih Ama?
270124 10.47 - Ana Nek proker e besar kek fostisida itu yg pake dana bagmawa ngga sih?
270124 10.48 - RahmaEvita TI22 He e ana bnr
270124 10.49 - RahmaEvita TI22 Yg subsidi kampus masuknya itu ke bagmawa disitu ada dana lain2 dan operasional
270124 10.49 - RahmaEvita TI22 He e iti pake bagmawa
270124 10.49 - Ana Wokey ama maacii
270124 10.49 - RahmaEvita TI22 Siapp bos terima kasih kembali
270124 17.41 - Ana Media tidak disertakan
270124 19.57 - RahmaEvita TI22 Ana dana buat raker
270124 19.58 - Ana Aku bingung ama
270124 19.58 - RahmaEvita TI22 Gmn ana ?
270124 19.58 - Ana Cara nentuin ya gimana yaa
270124 19.58 - RahmaEvita TI22 Ini kita nunggu bem kan ?
270124 19.58 - Ana Ngga
270124 19.59 - RahmaEvita TI22 Ini acara rakernya kpn ?
270124 19.59 - RahmaEvita TI22 Sik ana ini udh pada ngumpulin range2anya blm ?
270124 19.59 - Ana httpsdrive.google.comdrivefolders1fjMzpJPlrU7Vav7NLQoDd96kOUA7Nbqv
270124 19.59 - Ana Blm
270124 20.00 - Ana Rapat kerja i ga masuk
270124 20.00 - RahmaEvita TI22 Oo iya
270124 20.01 - RahmaEvita TI22 Itu 100rb anggaranya
270124 20.01 - RahmaEvita TI22 Bisa ngga ya ana ?
270124 20.01 - RahmaEvita TI22 Km ikut zoomnya nda ?
270124 20.01 - Ana Nda
270124 20.01 - Ana Ga buka grup
270124 20.01 - RahmaEvita TI22
270124 20.02 - RahmaEvita TI22 Ana dana fix 100 ya ?
